Hours_Studied,Exam_Score,Parental_Involvement,Motivation_Level,Previous_Scores,Attendance,Access_to_Resources,Learning_Disabilities
16,65,High,High,55,80,Medium,No
12,65,Medium,Medium,65,88,Medium,No
11,65,Medium,Medium,76,81,High,No
24,69,Medium,Medium,73,95,Low,No
12,63,Medium,Low,67,72,Medium,No
31,66,Low,Low,74,63,High,No
8,67,Medium,Medium,87,97,High,Yes
30,69,Medium,High,73,75,Medium,No
21,67,Medium,High,75,83,Medium,No
19,70,Medium,Medium,85,92,Medium,No
17,67,High,Medium,92,73,High,No
22,70,High,Medium,76,89,Medium,No
20,65,High,Medium,97,65,High,No
27,63,Medium,Medium,68,72,Low,Yes
21,64,Medium,Medium,63,66,Medium,No
21,69,High,Low,85,92,Medium,No
18,60,Low,Low,59,69,Medium,No
20,69,Low,Medium,95,89,Medium,No
22,72,Medium,Medium,69,98,Low,No
10,63,Medium,Low,85,81,Low,No
12,63,Low,High,79,82,Medium,No
24,66,High,High,53,78,Low,Yes
21,70,Medium,Medium,85,73,Medium,No
19,68,Medium,Medium,90,79,High,No
20,69,Medium,Low,99,84,Medium,No
22,72,Medium,High,71,99,Medium,No
17,67,Low,Low,75,98,High,Yes
15,68,Low,Low,94,94,Medium,No
21,70,Medium,Medium,63,96,High,No
14,68,High,Medium,59,79,Medium,No
22,69,Medium,High,57,86,Medium,No
10,68,Medium,Medium,99,96,Medium,No
26,66,Medium,Low,64,76,Medium,No
23,72,Medium,High,88,98,Medium,No
22,67,Medium,Medium,72,77,Medium,No
26,70,Low,Medium,62,84,High,No
30,73,High,Medium,96,88,Medium,Yes
26,73,Medium,High,73,98,Low,No
9,60,Medium,Low,78,70,Medium,No
12,67,Medium,Low,61,90,High,No
16,69,High,Medium,66,81,Medium,No
20,65,Medium,High,87,71,Low,No
23,70,Low,Low,67,91,High,No
16,68,High,Low,75,82,High,No
21,66,Medium,Medium,56,86,Low,No
15,65,Low,Medium,93,73,High,No
16,64,Low,Medium,87,79,Medium,No
12,67,High,High,88,85,High,No
14,65,High,Low,59,76,Medium,No
12,64,High,Medium,75,68,High,No
14,67,High,Medium,51,98,High,Yes
26,70,Medium,Medium,66,80,Low,No
14,63,Medium,Low,67,89,Low,No
36,71,Medium,Medium,96,76,Medium,No
23,68,High,Low,100,74,Low,No
21,67,Medium,Medium,81,76,Medium,No
15,67,High,Medium,76,76,High,No
24,68,Low,Medium,72,82,Medium,No
17,66,High,Medium,51,82,Medium,No
21,68,Medium,Medium,90,80,Medium,No
35,70,High,High,84,65,Medium,No
19,67,Low,Medium,82,80,Low,No
27,67,Low,Medium,90,67,Medium,No
16,62,Low,Low,96,65,High,No
20,67,Medium,Low,69,97,High,Yes
31,70,Medium,Low,71,84,High,No
16,72,High,Medium,99,86,High,No
31,70,Medium,Medium,83,76,Medium,No
17,66,Medium,Medium,61,86,Medium,No
24,69,Low,High,66,91,Low,No
26,68,High,Low,70,75,Medium,No
24,71,High,High,66,98,Low,No
11,69,High,Medium,94,93,Medium,No
16,67,Medium,Low,76,94,Medium,Yes
19,64,Low,Medium,98,67,Medium,No
20,63,Medium,Medium,66,71,Medium,Yes
24,66,Medium,Medium,52,71,High,No
21,66,High,Low,57,71,Medium,No
12,69,Low,Medium,61,94,High,No
22,64,Low,Low,82,61,Low,No
24,62,High,Low,59,63,Medium,Yes
23,66,Medium,High,69,71,Medium,Yes
26,70,Medium,Medium,90,68,High,No
25,67,High,Medium,56,69,Medium,No
23,68,Low,Medium,54,92,Medium,No
20,67,High,High,77,83,Low,Yes
10,62,Medium,Medium,85,60,Medium,No
23,67,Low,Medium,96,77,Medium,Yes
21,68,Medium,Medium,83,76,High,No
22,64,Low,Low,97,65,Medium,No
12,64,Medium,Medium,62,87,Low,No
14,66,Medium,Medium,67,88,Medium,No
26,72,Medium,Medium,92,89,Low,No
20,72,Medium,Medium,91,89,High,No
24,66,Medium,High,83,60,High,Yes
20,72,Low,High,75,98,Medium,No
20,69,High,Low,51,93,Medium,No
26,72,High,Low,64,96,High,Yes
17,60,Low,Medium,58,61,Low,No
21,69,Medium,Medium,53,97,Medium,No
17,68,Medium,Medium,89,92,High,Yes
17,69,Low,High,57,93,Medium,No
18,62,Medium,Low,68,64,Low,No
21,71,Medium,Low,99,90,Medium,No
17,70,Medium,Low,70,98,High,No
28,68,Low,Medium,57,87,Low,No
15,68,High,Medium,84,83,Medium,No
19,70,Medium,Low,90,98,High,No
17,65,Medium,Medium,64,78,High,No
29,73,High,Medium,90,84,Medium,No
21,66,High,Low,64,79,Medium,No
26,71,Medium,Low,85,97,Medium,No
11,62,High,High,56,63,Medium,No
22,68,Medium,High,71,80,Medium,No
25,70,Medium,Low,76,87,High,No
20,68,Medium,Low,86,92,Low,No
26,71,High,Medium,83,83,Low,No
17,70,Medium,Medium,93,96,Medium,No
28,72,Medium,Medium,59,98,Medium,No
34,69,Medium,Medium,83,63,High,No
18,63,Medium,Medium,56,76,High,No
17,62,Medium,High,74,61,Medium,No
29,68,Medium,Medium,76,73,Medium,No
29,70,Low,Low,51,81,Medium,No
17,69,Medium,Medium,54,96,Medium,No
17,68,Medium,Low,92,94,Medium,No
18,65,High,Medium,64,65,Medium,No
12,59,Medium,Medium,67,64,Low,Yes
14,66,Medium,Medium,82,84,Medium,No
14,64,High,Low,61,81,Medium,No
15,63,Low,High,60,71,Medium,No
20,72,Medium,Medium,71,96,Medium,No
21,67,Medium,Low,53,97,High,Yes
14,70,Medium,Low,97,96,High,No
26,66,Low,Medium,72,75,Medium,No
19,69,Low,Low,60,89,Medium,No
20,64,Medium,Low,74,79,Low,No
24,63,Medium,Low,55,65,Medium,Yes
13,71,High,Medium,70,97,High,No
22,65,High,Medium,54,78,Medium,Yes
21,68,Low,Low,85,89,Medium,No
23,64,Medium,High,64,75,Medium,Yes
22,64,Low,High,76,61,Low,No
35,66,Medium,Medium,51,64,Medium,Yes
16,68,High,Medium,76,80,Medium,No
17,67,Medium,Medium,50,88,Medium,No
16,66,Low,Medium,96,73,High,No
17,68,Medium,Medium,75,88,Medium,No
16,66,Low,Medium,55,88,Medium,No
27,71,Medium,Medium,67,88,Medium,No
29,71,Medium,Medium,52,80,High,No
17,68,Medium,Medium,77,97,High,No
15,64,High,High,56,80,Low,Yes
23,67,Medium,Low,74,78,Medium,No
17,64,High,High,65,68,Medium,No
24,68,High,High,88,72,Low,No
21,62,Medium,High,74,62,Low,Yes
11,64,Medium,Low,92,85,Low,No
29,70,Low,Low,97,70,High,No
31,68,Medium,High,98,72,Medium,No
16,69,Medium,High,63,91,Medium,No
18,65,Low,Low,88,73,Medium,No
22,67,Medium,Medium,72,70,High,No
22,65,High,Low,71,67,Medium,No
24,71,High,Low,93,91,Medium,No
32,65,Medium,Low,57,65,Low,No
19,66,Medium,Low,74,78,Medium,No
15,65,High,Medium,80,80,Medium,No
12,65,Medium,Low,53,87,Medium,No
16,68,Low,High,93,85,Medium,No
20,68,Medium,Medium,66,92,Medium,Yes
31,67,High,Medium,83,62,Medium,Yes
17,65,Low,High,96,72,Medium,No
21,66,Medium,Medium,86,71,Low,No
20,63,Medium,Low,94,66,Medium,No
27,70,High,Medium,53,72,High,No
35,72,High,Medium,75,72,High,No
17,67,Medium,Medium,78,81,High,No
17,67,High,Medium,84,87,Low,No
26,66,Low,Medium,56,75,Medium,No
24,66,Low,Medium,83,89,Medium,No
31,69,High,Medium,57,73,Medium,No
24,62,Medium,Medium,53,72,Low,Yes
18,66,Low,Low,73,82,Medium,No
24,64,Medium,High,80,61,Medium,No
27,67,High,Medium,98,63,Medium,No
25,71,High,Medium,85,77,High,No
23,73,High,Medium,80,98,Medium,No
26,68,Medium,Low,61,89,Low,No
27,66,High,Medium,58,64,Low,No
28,75,Medium,Medium,80,94,High,No
24,72,Medium,Medium,61,89,High,No
19,68,High,Medium,85,84,Low,No
21,68,Medium,Medium,56,93,Medium,No
27,69,Low,Medium,67,76,High,No
15,63,Medium,Medium,89,69,Medium,No
22,70,Medium,Medium,92,80,High,No
18,66,Low,Low,67,82,Medium,No
20,66,Low,Medium,60,82,Low,No
28,72,Medium,Medium,98,83,High,No
21,71,Low,Medium,88,98,Medium,No
20,72,High,Medium,90,96,Medium,No
12,69,Medium,High,61,95,Medium,No
24,71,Low,Low,71,92,High,No
24,69,Medium,Medium,53,98,Low,No
33,68,High,Medium,55,64,Medium,No
18,61,Low,Low,61,71,Low,No
21,68,Medium,High,65,80,High,No
21,72,High,Low,100,94,Medium,No
29,70,Medium,Medium,71,80,Medium,No
19,73,High,High,85,90,Medium,No
22,67,Medium,Low,95,66,High,No
24,65,Medium,Medium,62,70,High,Yes
21,68,Medium,Medium,57,89,Medium,No
17,65,Low,High,62,67,High,No
26,66,High,Low,83,71,Low,No
14,67,High,High,73,74,High,No
21,70,High,Medium,91,88,Medium,No
16,66,High,Medium,62,75,Medium,No
27,69,Medium,Low,62,82,High,No
11,62,High,Low,78,64,Medium,No
17,68,Medium,High,90,92,Low,No
22,67,Medium,Low,63,75,High,No
29,68,Medium,Medium,61,86,Medium,No
20,69,High,Medium,74,89,Medium,No
17,62,Medium,Medium,57,68,Medium,Yes
31,75,High,Medium,87,95,Medium,No
11,65,Medium,Low,79,85,Medium,No
7,63,High,Medium,76,77,Medium,No
23,66,High,Low,94,67,Medium,No
17,71,Low,High,87,98,High,No
14,66,High,Medium,57,90,Medium,Yes
24,66,Medium,Medium,71,68,Medium,No
21,66,Medium,Low,66,74,High,No
17,71,High,Medium,90,92,High,No
12,68,Medium,High,86,88,Medium,Yes
25,71,Medium,High,74,91,Medium,No
24,68,Medium,Low,91,78,Medium,No
19,68,Low,Medium,71,89,Medium,No
31,68,Medium,Low,90,75,Medium,Yes
14,62,Medium,Medium,52,68,Medium,No
11,65,High,High,57,85,Low,No
16,71,Low,High,88,99,High,No
20,63,Medium,Low,56,72,High,Yes
21,68,High,Low,84,78,Medium,No
19,69,High,Low,86,87,Low,No
22,69,High,Medium,83,82,High,Yes
12,71,Medium,Low,91,94,High,No
29,71,Medium,Medium,76,90,High,No
20,62,Medium,Low,95,62,Medium,Yes
27,70,Low,Low,78,100,Low,No
22,70,High,High,75,90,High,No
23,73,Medium,Medium,75,95,Medium,No
23,71,Medium,Low,96,86,High,No
23,69,Medium,Medium,62,94,Low,No
24,66,Medium,High,85,64,High,Yes
28,65,Medium,Medium,62,74,Low,No
21,71,High,Medium,55,95,Medium,No
24,68,Medium,High,98,68,Medium,No
19,64,Medium,Medium,56,63,High,No
29,71,Low,Medium,84,92,Low,No
16,67,Low,Medium,71,93,Medium,No
31,66,Medium,High,92,67,Low,No
20,71,Low,Medium,89,94,High,No
11,62,Low,High,57,87,Medium,No
21,67,High,Medium,73,81,Medium,Yes
16,67,Medium,Medium,51,93,Low,No
25,66,Low,Medium,71,77,Medium,No
16,64,Low,High,85,68,Medium,No
17,62,Low,Medium,62,71,Medium,Yes
9,65,Medium,Low,91,80,High,No
17,63,Medium,Low,53,81,Low,No
5,64,Medium,Medium,52,92,Medium,Yes
10,65,Low,Low,51,92,High,No
25,68,Medium,Medium,64,83,High,No
25,72,Medium,Medium,73,91,High,No
23,64,Medium,Medium,55,68,Medium,No
14,62,High,Low,100,62,Medium,No
20,69,Medium,Low,100,95,Low,No
20,64,Low,Medium,76,63,Low,No
13,61,High,Medium,78,70,Medium,No
29,72,Medium,Low,96,88,High,No
25,66,Medium,Low,88,76,Low,No
19,69,High,Low,58,95,Low,No
20,65,Medium,High,90,72,Medium,No
21,64,High,Medium,62,60,Medium,No
8,62,Low,Medium,72,72,Medium,No
19,66,Medium,High,77,83,Medium,No
16,62,Low,Medium,86,75,Low,No
14,66,Medium,High,58,81,Medium,No
18,70,Medium,Medium,54,95,High,No
31,75,Medium,Low,93,96,Medium,No
24,67,Low,Medium,91,71,High,No
17,66,Low,Low,76,78,Medium,No
23,71,Medium,Medium,83,82,High,No
28,75,High,Medium,86,98,Medium,No
26,72,High,Low,74,100,High,No
20,64,High,Low,63,69,Medium,No
16,65,Medium,Medium,74,89,Medium,No
24,67,Low,High,98,75,Medium,No
22,63,Medium,Low,92,60,Medium,No
25,62,Medium,Low,73,60,Low,No
24,69,Low,High,61,78,High,No
26,70,Medium,Medium,94,80,Medium,No
17,63,Low,High,82,61,Medium,No
28,71,Medium,Medium,70,87,Medium,No
21,63,Medium,Medium,56,72,Low,No
32,71,Low,Low,88,82,Medium,No
16,63,Medium,Low,66,72,Medium,No
30,68,Medium,High,80,67,High,No
21,65,Medium,High,78,76,Low,No
16,66,High,Medium,85,69,High,No
17,66,Low,Medium,77,81,Medium,No
18,66,High,Low,82,68,High,No
23,65,Low,Medium,54,80,Low,No
23,66,Medium,Medium,83,66,High,No
17,67,Medium,Medium,60,87,Medium,Yes
20,68,High,Medium,70,90,Medium,No
33,68,Medium,Low,76,64,Low,No
30,69,Low,Medium,84,79,Medium,No
23,64,Medium,Low,87,63,Low,No
20,67,Medium,Medium,85,84,Medium,No
21,63,Medium,Low,55,71,Medium,No
24,67,Low,Medium,69,81,High,No
14,64,Medium,Low,64,81,High,No
18,66,Low,Low,70,97,Medium,Yes
10,65,High,Low,82,82,Medium,No
22,68,Medium,Low,60,83,Medium,No
24,66,Low,Low,75,76,High,No
17,71,High,Low,94,98,High,No
29,74,Medium,Medium,87,91,High,No
13,65,Medium,Low,86,71,High,No
11,68,Low,High,92,94,High,No
21,68,Medium,Low,70,77,High,No
26,72,Medium,Medium,88,93,Medium,Yes
30,74,High,Medium,53,93,High,No
17,61,Low,Medium,53,68,High,No
26,65,Low,Low,67,88,Low,No
20,63,High,Low,60,72,Low,No
19,66,High,Medium,76,72,Medium,No
25,66,Low,Medium,59,72,High,No
24,73,High,Medium,99,89,Medium,No
11,63,Medium,Medium,93,69,Medium,No
29,68,High,Medium,99,60,High,Yes
28,73,High,High,90,89,Low,Yes
16,63,Low,Medium,98,67,High,No
22,65,Medium,Medium,68,64,High,No
23,66,Low,High,75,70,High,No
22,65,Low,Medium,62,75,Low,No
17,66,Low,Medium,82,79,High,No
16,65,High,High,89,62,Medium,No
20,70,Medium,Medium,75,99,Medium,No
27,70,Medium,Medium,65,89,Medium,No
23,68,High,Medium,75,73,Medium,No
18,64,Medium,Medium,53,73,High,No
25,68,Medium,Medium,86,78,Medium,No
3,62,Low,Low,73,85,High,No
27,68,Medium,Medium,95,66,Medium,No
10,61,Low,Low,96,68,Medium,No
18,69,High,Low,56,94,Medium,No
13,65,Medium,Medium,100,70,Medium,No
12,65,Medium,Medium,98,75,High,No
27,72,Medium,Low,81,95,High,No
17,70,Medium,High,91,87,Medium,Yes
22,65,Medium,Medium,51,74,High,No
20,69,Medium,Medium,99,87,Medium,No
23,65,High,Medium,73,61,Low,No
20,69,Low,Low,95,89,Medium,No
12,65,Low,Medium,69,79,Medium,No
26,72,Medium,Medium,89,93,High,No
17,70,High,Medium,71,98,Low,No
11,64,Medium,Low,68,97,Medium,No
17,67,Medium,Low,97,96,Low,No
29,69,Medium,High,85,80,Low,No
25,70,Low,Low,92,74,Medium,No
18,65,Medium,Low,77,79,Medium,No
18,69,High,Low,96,88,High,No
18,74,High,High,87,95,Medium,No
32,66,Low,Medium,54,68,Medium,No
22,72,Medium,High,88,97,Medium,No
23,67,Medium,High,51,93,Low,No
26,75,Low,High,91,99,High,No
21,70,Medium,Medium,67,95,Low,No
18,63,Low,Medium,80,71,Low,No
19,65,Medium,High,87,64,Medium,No
20,64,Medium,Medium,82,64,High,No
20,65,Medium,Low,84,72,High,No
24,70,Medium,Medium,95,85,Medium,No
20,67,Medium,Medium,69,92,Low,No
24,67,Medium,Low,77,96,Medium,Yes
20,68,Medium,Medium,59,85,High,No
20,65,Medium,High,73,60,Medium,No
8,61,High,Low,58,67,Medium,No
25,63,Medium,Low,82,64,Low,No
26,69,Medium,Medium,93,80,Medium,No
33,70,Medium,Medium,64,74,Medium,No
19,65,Medium,High,75,67,Medium,No
27,68,Low,Low,59,86,Medium,No
14,64,Medium,Medium,60,79,Low,No
24,69,Medium,Medium,89,80,Medium,No
16,67,Medium,Medium,60,98,Low,No
19,67,High,Low,73,81,High,No
21,70,Low,Low,87,89,Medium,No
25,68,High,Medium,68,82,Low,No
23,70,Medium,Medium,62,97,Low,No
21,67,Medium,Low,70,75,Medium,Yes
22,69,Medium,High,98,79,Medium,No
34,67,Medium,High,71,64,Medium,No
20,69,High,Medium,63,84,High,No
21,63,Medium,Low,78,72,High,Yes
26,69,Medium,Medium,91,66,Medium,No
27,66,Medium,Low,51,82,High,No
27,68,Medium,Medium,78,81,Medium,No
24,69,Medium,Medium,92,63,Medium,No
13,66,High,Low,61,88,Low,No
30,72,Medium,Low,96,85,Medium,No
13,62,Low,Medium,79,68,Medium,No
22,67,Medium,Medium,76,79,Medium,No
15,67,High,Low,98,89,Low,No
20,67,High,Low,56,81,High,No
22,65,Medium,Low,87,76,Low,Yes
22,67,High,Medium,91,73,Low,No
23,66,Low,Medium,74,84,Low,No
30,70,Low,High,50,98,Low,No
23,71,Low,Medium,76,87,High,Yes
19,64,Low,Medium,58,63,High,No
26,69,Low,Low,78,78,High,No
27,72,Medium,Low,87,96,High,No
13,60,Medium,Medium,77,64,Low,No
24,71,Medium,Low,82,100,Low,No
24,71,Medium,High,55,98,Medium,No
18,66,High,Medium,55,63,High,No
28,74,Medium,Low,93,97,Medium,No
19,64,Medium,High,52,75,Medium,No
21,68,Medium,Low,64,94,Low,No
19,66,High,Low,97,77,Low,No
20,65,Medium,Low,73,78,Medium,No
13,64,Low,Medium,84,85,High,No
11,65,Medium,Medium,61,91,Low,No
30,69,High,Low,64,61,High,No
15,68,Medium,Medium,75,84,High,Yes
14,62,Medium,Low,82,67,High,No
7,63,Low,High,98,74,High,No
16,65,High,High,79,74,Low,No
12,62,Low,Medium,55,79,High,No
30,67,Low,Medium,68,73,Medium,No
26,64,Low,Low,62,64,High,No
16,61,Medium,Low,63,66,Low,No
34,65,Low,Medium,75,61,Medium,No
26,67,High,Medium,66,79,Low,Yes
18,70,High,Medium,64,98,Low,No
5,59,Medium,Low,98,65,High,No
34,75,Medium,Medium,79,98,High,No
12,67,Low,Medium,63,89,Medium,No
10,64,Medium,Low,64,85,Medium,No
26,72,Medium,Medium,91,86,High,Yes
28,69,Medium,Low,84,64,High,No
23,65,Low,Low,72,80,Medium,No
24,72,High,Low,88,88,Medium,No
25,69,Medium,Low,97,83,High,No
25,71,High,Medium,58,93,Medium,No
22,64,High,High,93,63,Medium,No
21,74,High,High,92,88,High,No
20,68,Medium,Medium,68,81,High,No
15,66,Medium,High,65,75,High,No
18,65,Medium,High,78,74,Medium,No
10,67,High,Low,64,85,Medium,No
19,69,Medium,High,57,96,Medium,No
14,66,High,High,98,80,Low,No
13,69,Medium,Medium,75,93,High,No
21,67,Medium,Medium,74,76,Medium,No
28,64,Medium,Medium,56,64,Medium,No
26,67,High,Medium,75,62,High,No
11,61,Low,High,87,62,High,No
14,61,Medium,Low,62,75,Low,No
26,68,Medium,High,68,73,Medium,No
14,66,Low,Low,59,89,High,No
19,66,Medium,Low,68,90,Medium,No
23,68,Medium,High,93,62,High,No
14,63,Low,High,62,69,High,No
21,66,Medium,Medium,51,71,Medium,No
12,66,High,High,77,82,Medium,No
16,66,High,High,79,66,Medium,No
22,65,Medium,High,66,65,Medium,No
10,69,Medium,Medium,82,98,Medium,No
23,71,Medium,High,52,92,High,No
20,66,High,High,67,67,High,Yes
23,66,Medium,High,57,76,Medium,No
21,65,Medium,Low,61,74,High,No
28,71,Low,Medium,69,92,Medium,No
21,69,Medium,High,75,80,High,No
17,61,Low,Medium,55,65,Low,No
21,70,High,High,55,90,Medium,No
23,70,Medium,High,84,76,Medium,No
20,65,Medium,High,70,71,Medium,No
20,64,Medium,Medium,59,75,Low,No
16,68,High,Low,62,80,High,No
16,63,Low,Low,86,74,Medium,No
12,63,Medium,Medium,53,70,High,No
30,71,Medium,Low,75,76,Medium,No
16,68,Medium,Medium,91,91,Medium,No
16,65,Medium,High,90,67,High,No
25,65,Medium,Low,84,62,Medium,No
18,68,High,Low,69,86,Low,No
27,69,Low,Medium,82,91,High,No
16,71,Medium,Low,82,93,Medium,No
22,65,Low,Low,67,80,Medium,No
15,64,Low,Low,94,68,Medium,No
33,75,Low,Medium,99,89,Medium,No
13,67,High,Low,66,88,Medium,No
22,68,Medium,High,90,70,High,No
24,72,High,Low,75,96,High,No
22,67,Medium,High,73,64,Medium,No
19,72,High,Medium,69,99,Medium,No
19,69,Medium,High,65,94,Low,No
20,68,Low,Low,96,88,Low,No
19,70,Medium,Medium,87,98,Medium,No
26,69,Medium,High,72,89,Medium,Yes
33,67,Medium,Medium,88,68,Low,No
17,63,Medium,Medium,86,78,Medium,No
12,61,Medium,Low,63,63,High,No
19,66,Medium,Medium,59,76,High,No
35,73,High,Low,92,90,Medium,No
15,67,Medium,High,91,75,High,No
30,72,High,Medium,100,73,Medium,No
30,69,High,Low,51,84,Medium,Yes
17,69,Low,Medium,77,95,High,No
23,63,Low,Medium,85,62,High,Yes
30,67,Medium,Low,79,75,Medium,No
18,63,Medium,Medium,86,66,Medium,No
19,66,Medium,Low,57,88,High,No
17,62,Medium,Medium,50,64,Medium,No
14,68,Medium,Medium,55,87,Medium,No
16,65,Medium,Medium,69,71,High,No
13,59,Low,Medium,66,68,Low,Yes
20,72,High,High,94,97,Medium,No
15,63,Medium,Medium,54,61,High,No
21,68,Medium,Medium,72,78,Medium,No
11,61,Medium,High,98,61,Medium,No
22,65,Low,Low,75,79,Medium,No
25,68,Medium,Low,57,80,Medium,No
8,61,Low,High,65,73,Medium,No
22,63,Low,Medium,81,65,Low,No
27,67,Medium,High,51,75,Medium,No
13,66,Low,Low,98,87,Medium,Yes
30,75,Medium,High,78,91,Medium,No
23,68,Medium,Low,85,81,Medium,No
16,65,Low,High,75,84,Medium,No
20,64,Low,High,98,68,Medium,No
23,67,High,Medium,79,71,Medium,No
20,64,Low,Medium,83,66,Medium,No
23,67,Medium,Medium,93,70,High,Yes
14,63,Medium,Low,93,69,High,No
21,67,High,Medium,51,81,Medium,No
12,65,High,Medium,64,83,Low,No
19,70,High,High,62,98,Low,No
15,62,Medium,High,50,68,Medium,No
16,69,High,Medium,94,86,Medium,No
27,70,Medium,Medium,66,93,Low,No
27,68,Medium,Low,67,82,Medium,No
24,68,Medium,Medium,55,70,High,No
13,64,Medium,Medium,99,71,Medium,No
18,63,Low,High,91,62,High,No
27,68,Low,Medium,79,72,Low,No
21,67,High,Low,89,90,Low,No
34,68,High,Low,89,62,Low,No
22,66,Medium,Medium,83,69,High,No
21,67,Medium,Low,59,88,Medium,No
18,69,High,High,86,91,Medium,Yes
21,68,High,Medium,78,78,Medium,No
19,70,Medium,Medium,86,88,High,Yes
24,68,Medium,Medium,77,76,Medium,No
26,66,Low,Medium,98,66,Medium,No
15,67,Medium,Medium,81,76,High,No
12,65,Medium,Medium,79,83,Medium,No
9,67,Medium,Medium,92,98,Medium,No
23,63,Medium,High,69,63,Medium,Yes
13,64,Low,High,66,80,High,No
7,64,High,Medium,75,73,Medium,No
22,66,Low,High,79,80,Low,No
35,68,Medium,Low,61,61,High,Yes
20,67,High,High,84,73,Medium,No
25,72,Medium,Low,90,93,High,No
20,67,Medium,Low,79,82,Medium,No
19,66,Medium,High,76,78,Medium,No
26,66,High,Medium,65,71,Low,No
18,67,High,Medium,95,72,High,No
22,65,Medium,Low,88,75,Medium,No
22,70,High,Low,74,93,Medium,No
16,69,Low,Low,83,99,Medium,No
26,69,High,Low,67,78,High,No
19,66,High,Medium,53,76,Medium,No
15,66,Medium,Medium,60,94,Low,No
23,67,High,Medium,54,77,High,No
15,67,Medium,Medium,75,82,High,No
20,67,Medium,High,81,69,Medium,No
20,72,High,Medium,69,90,High,No
27,68,Medium,Low,77,81,Low,No
23,70,Medium,High,54,92,Low,Yes
20,69,Medium,Medium,88,91,Medium,No
25,65,High,High,52,69,Low,No
28,72,High,Medium,82,89,High,No
23,69,Medium,Medium,72,92,High,No
20,68,Medium,Low,59,74,Medium,No
12,62,High,High,76,67,High,No
14,60,Medium,Low,89,60,Low,No
18,67,High,Low,71,78,Medium,No
16,67,High,Low,68,74,High,No
19,67,Medium,Medium,57,82,High,No
20,63,Medium,Low,80,68,Medium,No
23,71,Medium,High,91,94,Low,No
20,66,Medium,High,78,70,Medium,No
23,65,Medium,High,58,69,Medium,No
20,69,High,High,83,79,Medium,No
8,63,High,High,52,80,Low,No
14,64,Medium,High,92,69,Medium,No
19,67,High,High,96,71,High,Yes
13,62,Medium,High,80,67,Medium,No
24,68,Medium,Low,94,89,Low,No
29,71,Medium,Low,54,91,High,No
27,66,High,Medium,61,78,Medium,No
19,69,Medium,Low,66,89,High,No
29,71,Medium,Low,89,89,Low,No
21,66,Medium,Medium,74,66,Medium,No
18,72,Medium,Medium,67,99,Medium,No
16,70,Medium,Medium,58,93,Medium,No
18,65,Low,High,91,68,Medium,No
18,64,High,Medium,51,67,Medium,No
21,63,Medium,Medium,67,65,Medium,No
21,63,Medium,Low,62,66,Medium,No
20,66,Low,Medium,56,90,Medium,No
23,68,High,Low,59,79,High,No
27,74,Medium,Low,75,91,High,No
26,71,High,Low,71,90,High,No
11,67,High,High,76,84,Medium,No
5,66,High,Medium,86,87,Low,No
26,67,High,Medium,95,61,Medium,No
12,62,Low,High,56,72,High,Yes
19,68,Medium,Low,54,86,Low,No
13,62,Medium,Medium,66,60,Medium,No
23,70,High,High,55,94,Medium,Yes
25,72,High,Medium,86,87,Medium,No
17,64,Low,Low,78,71,High,No
4,66,Medium,Low,87,88,High,No
17,68,Medium,High,68,92,Medium,No
22,64,Low,Low,70,72,Medium,No
11,61,Low,High,90,61,Medium,No
21,69,Medium,Medium,63,97,Medium,No
20,68,High,Low,69,74,High,No
23,64,Medium,Medium,51,64,Medium,No
21,67,Medium,Medium,78,80,High,No
14,67,Medium,Medium,93,91,Medium,No
27,65,Medium,Medium,51,69,Medium,No
19,68,High,Medium,81,71,Medium,No
20,67,Medium,Medium,92,70,High,No
14,67,Low,Low,75,100,Medium,No
17,64,Medium,Medium,66,68,High,No
15,70,High,Medium,100,83,High,No
19,69,Medium,Medium,53,97,High,No
30,66,Medium,Low,61,66,High,No
12,69,Low,Medium,94,99,Medium,No
10,66,Low,Medium,65,98,Medium,No
29,73,High,Low,91,95,Medium,No
19,66,Medium,Medium,67,69,Medium,No
16,69,Medium,High,91,85,High,No
26,70,Medium,Low,84,90,Low,No
16,71,High,High,73,99,Medium,Yes
31,70,Low,Medium,76,67,High,No
24,69,High,Medium,59,91,Low,No
17,63,Medium,Medium,56,74,Medium,No
33,71,High,Medium,86,67,Medium,Yes
16,67,High,Low,92,77,High,No
24,73,Medium,High,86,92,Medium,No
22,68,Low,Medium,96,79,High,No
28,69,Low,Medium,95,82,Medium,No
20,68,Low,Medium,95,76,Medium,No
15,65,Medium,High,58,85,Medium,No
23,66,Medium,Low,87,75,Medium,No
16,65,Medium,High,88,76,Low,No
32,69,Low,Low,58,88,Medium,No
21,71,High,Medium,95,98,Medium,No
18,66,High,Medium,50,82,Low,No
21,69,Medium,Medium,72,91,High,Yes
12,59,Medium,Low,51,64,Medium,No
14,65,Medium,Medium,76,68,High,No
27,72,High,High,71,80,High,No
16,60,Medium,Medium,81,61,Low,No
14,64,Medium,Low,88,70,Medium,No
23,69,Medium,Low,88,81,Medium,No
27,70,High,Medium,86,61,High,No
24,67,Medium,Low,55,71,High,No
